date,product_id,store_id,opening_inventory,received_units,sold_units,closing_inventory,stockout_flag,inventory_days
2023-03-20,P00002,S00117,439,0,0,439,False,
2023-03-21,P00002,S00117,439,0,0,439,False,
2023-03-22,P00002,S00117,439,0,0,439,False,
2023-03-23,P00002,S00117,439,0,0,439,False,
2023-03-24,P00002,S00117,439,0,0,439,False,
2023-03-25,P00002,S00117,439,0,0,439,False,
2023-03-26,P00002,S00117,439,0,0,439,False,
2023-03-27,P00002,S00117,439,0,0,439,False,
2023-03-28,P00002,S00117,439,0,0,439,False,
2023-03-29,P00002,S00117,439,0,0,439,False,
2023-03-30,P00002,S00117,439,0,0,439,False,
2023-03-31,P00002,S00117,439,0,0,439,False,
2023-01-01,P00002,S00027,464,0,0,464,False,
2023-01-02,P00002,S00027,464,0,0,464,False,
2023-01-03,P00002,S00027,464,0,0,464,False,
2023-01-04,P00002,S00027,464,0,0,464,False,
2023-01-05,P00002,S00027,464,0,0,464,False,
2023-01-06,P00002,S00027,464,0,0,464,False,
2023-01-07,P00002,S00027,464,0,0,464,False,
2023-01-08,P00002,S00027,464,0,0,464,False,
2023-01-09,P00002,S00027,464,0,0,464,False,
2023-01-10,P00002,S00027,464,0,0,464,False,
