date,day,week,month,quarter,year,day_of_week,day_name,week_of_year,day_of_year,weekend_flag,holiday_name,holiday_flag,festival_flag,festival_name,season,financial_month,financial_year,financial_quarter
2024-07-16,16,29,7,3,2024,1,Tuesday,29,198,False,,False,False,,Monsoon,4,2024,2
2024-07-17,17,29,7,3,2024,2,Wednesday,29,199,False,,False,False,,Monsoon,4,2024,2
2024-07-18,18,29,7,3,2024,3,Thursday,29,200,False,,False,False,,Monsoon,4,2024,2
2024-07-19,19,29,7,3,2024,4,Friday,29,201,False,,False,False,,Monsoon,4,2024,2
2024-07-20,20,29,7,3,2024,5,Saturday,29,202,True,,False,False,,Monsoon,4,2024,2
2024-07-21,21,29,7,3,2024,6,Sunday,29,203,True,,False,False,,Monsoon,4,2024,2
2024-07-22,22,30,7,3,2024,0,Monday,30,204,False,,False,False,,Monsoon,4,2024,2
2024-07-23,23,30,7,3,2024,1,Tuesday,30,205,False,,False,False,,Monsoon,4,2024,2
2024-07-24,24,30,7,3,2024,2,Wednesday,30,206,False,,False,False,,Monsoon,4,2024,2
2024-07-25,25,30,7,3,2024,3,Thursday,30,207,False,,False,False,,Monsoon,4,2024,2
2024-07-26,26,30,7,3,2024,4,Friday,30,208,False,,False,False,,Monsoon,4,2024,2
2024-07-27,27,30,7,3,2024,5,Saturday,30,209,True,,False,False,,Monsoon,4,2024,2
2024-07-28,28,30,7,3,2024,6,Sunday,30,210,True,,False,False,,Monsoon,4,2024,2
2024-07-29,29,31,7,3,2024,0,Monday,31,211,False,,False,False,,Monsoon,4,2024,2
2024-07-30,30,31,7,3,2024,1,Tuesday,31,212,False,,False,False,,Monsoon,4,2024,2
2024-07-31,31,31,7,3,2024,2,Wednesday,31,213,False,,False,False,,Monsoon,4,2024,2
2024-08-01,1,31,8,3,2024,3,Thursday,31,214,False,,False,False,,Monsoon,5,2024,2
2024-08-02,2,31,8,3,2024,4,Friday,31,215,False,,False,False,,Monsoon,5,2024,2
2024-08-03,3,31,8,3,2024,5,Saturday,31,216,True,,False,False,,Monsoon,5,2024,2
2024-08-04,4,31,8,3,2024,6,Sunday,31,217,True,,False,False,,Monsoon,5,2024,2
2024-08-05,5,32,8,3,2024,0,Monday,32,218,False,,False,False,,Monsoon,5,2024,2
2024-08-06,6,32,8,3,2024,1,Tuesday,32,219,False,,False,False,,Monsoon,5,2024,2
2024-08-07,7,32,8,3,2024,2,Wednesday,32,220,False,,False,False,,Monsoon,5,2024,2
2024-08-08,8,32,8,3,2024,3,Thursday,32,221,False,,False,False,,Monsoon,5,2024,2
2024-08-09,9,32,8,3,2024,4,Friday,32,222,False,,False,False,,Monsoon,5,2024,2
2024-08-10,10,32,8,3,2024,5,Saturday,32,223,True,,False,False,,Monsoon,5,2024,2
2024-08-11,11,32,8,3,2024,6,Sunday,32,224,True,,False,False,,Monsoon,5,2024,2
2024-08-12,12,33,8,3,2024,0,Monday,33,225,False,,False,False,,Monsoon,5,2024,2
2024-08-13,13,33,8,3,2024,1,Tuesday,33,226,False,,False,True,Raksha Bandhan,Monsoon,5,2024,2
2024-08-14,14,33,8,3,2024,2,Wednesday,33,227,False,,False,True,Raksha Bandhan,Monsoon,5,2024,2
2024-08-15,15,33,8,3,2024,3,Thursday,33,228,False,Independence Day,True,True,Raksha Bandhan,Monsoon,5,2024,2
2024-08-16,16,33,8,3,2024,4,Friday,33,229,False,,False,True,Raksha Bandhan,Monsoon,5,2024,2
2024-08-17,17,33,8,3,2024,5,Saturday,33,230,True,,False,True,Raksha Bandhan,Monsoon,5,2024,2
2024-08-18,18,33,8,3,2024,6,Sunday,33,231,True,,False,True,Raksha Bandhan,Monsoon,5,2024,2
2024-08-19,19,34,8,3,2024,0,Monday,34,232,False,,False,True,Raksha Bandhan,Monsoon,5,2024,2
2024-08-20,20,34,8,3,2024,1,Tuesday,34,233,False,,False,False,,Monsoon,5,2024,2
2024-08-21,21,34,8,3,2024,2,Wednesday,34,234,False,,False,False,,Monsoon,5,2024,2
2024-08-22,22,34,8,3,2024,3,Thursday,34,235,False,,False,False,,Monsoon,5,2024,2
2024-08-23,23,34,8,3,2024,4,Friday,34,236,False,,False,False,,Monsoon,5,2024,2
2024-08-24,24,34,8,3,2024,5,Saturday,34,237,True,,False,False,,Monsoon,5,2024,2
2024-08-25,25,34,8,3,2024,6,Sunday,34,238,True,,False,False,,Monsoon,5,2024,2
2024-08-26,26,35,8,3,2024,0,Monday,35,239,False,,False,False,,Monsoon,5,2024,2
2024-08-27,27,35,8,3,2024,1,Tuesday,35,240,False,,False,False,,Monsoon,5,2024,2
2024-08-28,28,35,8,3,2024,2,Wednesday,35,241,False,,False,False,,Monsoon,5,2024,2
2024-08-29,29,35,8,3,2024,3,Thursday,35,242,False,,False,False,,Monsoon,5,2024,2
2024-08-30,30,35,8,3,2024,4,Friday,35,243,False,,False,False,,Monsoon,5,2024,2
2024-08-31,31,35,8,3,2024,5,Saturday,35,244,True,,False,False,,Monsoon,5,2024,2
2024-09-01,1,35,9,3,2024,6,Sunday,35,245,True,,False,True,Ganesh Chaturthi,Monsoon,6,2024,2
2024-09-02,2,36,9,3,2024,0,Monday,36,246,False,,False,True,Ganesh Chaturthi,Monsoon,6,2024,2
2024-09-03,3,36,9,3,2024,1,Tuesday,36,247,False,,False,True,Ganesh Chaturthi,Monsoon,6,2024,2
2024-09-04,4,36,9,3,2024,2,Wednesday,36,248,False,,False,True,Ganesh Chaturthi,Monsoon,6,2024,2
2024-09-05,5,36,9,3,2024,3,Thursday,36,249,False,,False,True,Ganesh Chaturthi,Monsoon,6,2024,2
2024-09-06,6,36,9,3,2024,4,Friday,36,250,False,,False,True,Ganesh Chaturthi,Monsoon,6,2024,2
2024-09-07,7,36,9,3,2024,5,Saturday,36,251,True,,False,True,Ganesh Chaturthi,Monsoon,6,2024,2
2024-09-08,8,36,9,3,2024,6,Sunday,36,252,True,,False,False,,Monsoon,6,2024,2
2024-09-09,9,37,9,3,2024,0,Monday,37,253,False,,False,False,,Monsoon,6,2024,2
2024-09-10,10,37,9,3,2024,1,Tuesday,37,254,False,,False,False,,Monsoon,6,2024,2
2024-09-11,11,37,9,3,2024,2,Wednesday,37,255,False,,False,False,,Monsoon,6,2024,2
2024-09-12,12,37,9,3,2024,3,Thursday,37,256,False,,False,False,,Monsoon,6,2024,2
2024-09-13,13,37,9,3,2024,4,Friday,37,257,False,,False,False,,Monsoon,6,2024,2
2024-09-14,14,37,9,3,2024,5,Saturday,37,258,True,,False,False,,Monsoon,6,2024,2
2024-09-15,15,37,9,3,2024,6,Sunday,37,259,True,,False,False,,Monsoon,6,2024,2
2024-09-16,16,38,9,3,2024,0,Monday,38,260,False,,False,False,,Monsoon,6,2024,2
2024-09-17,17,38,9,3,2024,1,Tuesday,38,261,False,,False,False,,Monsoon,6,2024,2
2024-09-18,18,38,9,3,2024,2,Wednesday,38,262,False,,False,False,,Monsoon,6,2024,2
2024-09-19,19,38,9,3,2024,3,Thursday,38,263,False,,False,False,,Monsoon,6,2024,2
2024-09-20,20,38,9,3,2024,4,Friday,38,264,False,,False,False,,Monsoon,6,2024,2
2024-09-21,21,38,9,3,2024,5,Saturday,38,265,True,,False,False,,Monsoon,6,2024,2
2024-09-22,22,38,9,3,2024,6,Sunday,38,266,True,,False,False,,Monsoon,6,2024,2
2024-09-23,23,39,9,3,2024,0,Monday,39,267,False,,False,False,,Monsoon,6,2024,2
2024-09-24,24,39,9,3,2024,1,Tuesday,39,268,False,,False,False,,Monsoon,6,2024,2
2024-09-25,25,39,9,3,2024,2,Wednesday,39,269,False,,False,False,,Monsoon,6,2024,2
2024-09-26,26,39,9,3,2024,3,Thursday,39,270,False,,False,False,,Monsoon,6,2024,2
2024-09-27,27,39,9,3,2024,4,Friday,39,271,False,,False,False,,Monsoon,6,2024,2
2024-09-28,28,39,9,3,2024,5,Saturday,39,272,True,,False,False,,Monsoon,6,2024,2
2024-09-29,29,39,9,3,2024,6,Sunday,39,273,True,,False,False,,Monsoon,6,2024,2
2024-09-30,30,40,9,3,2024,0,Monday,40,274,False,,False,False,,Monsoon,6,2024,2
2024-10-01,1,40,10,4,2024,1,Tuesday,40,275,False,,False,False,,Autumn,7,2024,3
2024-10-02,2,40,10,4,2024,2,Wednesday,40,276,False,Gandhi Jayanti,True,False,,Autumn,7,2024,3
2024-10-03,3,40,10,4,2024,3,Thursday,40,277,False,,False,False,,Autumn,7,2024,3
2024-10-04,4,40,10,4,2024,4,Friday,40,278,False,,False,False,,Autumn,7,2024,3
2024-10-05,5,40,10,4,2024,5,Saturday,40,279,True,,False,False,,Autumn,7,2024,3
2024-10-06,6,40,10,4,2024,6,Sunday,40,280,True,,False,True,Dussehra,Autumn,7,2024,3
2024-10-07,7,41,10,4,2024,0,Monday,41,281,False,,False,True,Dussehra,Autumn,7,2024,3
2024-10-08,8,41,10,4,2024,1,Tuesday,41,282,False,,False,True,Dussehra,Autumn,7,2024,3
2024-10-09,9,41,10,4,2024,2,Wednesday,41,283,False,,False,True,Dussehra,Autumn,7,2024,3
2024-10-10,10,41,10,4,2024,3,Thursday,41,284,False,,False,True,Dussehra,Autumn,7,2024,3
2024-10-11,11,41,10,4,2024,4,Friday,41,285,False,,False,True,Dussehra,Autumn,7,2024,3
2024-10-12,12,41,10,4,2024,5,Saturday,41,286,True,,False,True,Dussehra,Autumn,7,2024,3
2024-10-13,13,41,10,4,2024,6,Sunday,41,287,True,,False,False,,Autumn,7,2024,3
2024-10-14,14,42,10,4,2024,0,Monday,42,288,False,,False,False,,Autumn,7,2024,3
2024-10-15,15,42,10,4,2024,1,Tuesday,42,289,False,,False,False,,Autumn,7,2024,3
2024-10-16,16,42,10,4,2024,2,Wednesday,42,290,False,,False,False,,Autumn,7,2024,3
2024-10-17,17,42,10,4,2024,3,Thursday,42,291,False,,False,False,,Autumn,7,2024,3
2024-10-18,18,42,10,4,2024,4,Friday,42,292,False,,False,False,,Autumn,7,2024,3
2024-10-19,19,42,10,4,2024,5,Saturday,42,293,True,,False,False,,Autumn,7,2024,3
2024-10-20,20,42,10,4,2024,6,Sunday,42,294,True,,False,False,,Autumn,7,2024,3
2024-10-21,21,43,10,4,2024,0,Monday,43,295,False,,False,False,,Autumn,7,2024,3
2024-10-22,22,43,10,4,2024,1,Tuesday,43,296,False,,False,False,,Autumn,7,2024,3
2024-10-23,23,43,10,4,2024,2,Wednesday,43,297,False,,False,False,,Autumn,7,2024,3
2024-10-24,24,43,10,4,2024,3,Thursday,43,298,False,,False,False,,Autumn,7,2024,3
2024-10-25,25,43,10,4,2024,4,Friday,43,299,False,,False,False,,Autumn,7,2024,3
2024-10-26,26,43,10,4,2024,5,Saturday,43,300,True,,False,True,Diwali,Autumn,7,2024,3
2024-10-27,27,43,10,4,2024,6,Sunday,43,301,True,,False,True,Diwali,Autumn,7,2024,3
2024-10-28,28,44,10,4,2024,0,Monday,44,302,False,,False,True,Diwali,Autumn,7,2024,3
2024-10-29,29,44,10,4,2024,1,Tuesday,44,303,False,,False,True,Diwali,Autumn,7,2024,3
2024-10-30,30,44,10,4,2024,2,Wednesday,44,304,False,,False,True,Diwali,Autumn,7,2024,3
2024-10-31,31,44,10,4,2024,3,Thursday,44,305,False,,False,True,Diwali,Autumn,7,2024,3
2024-11-01,1,44,11,4,2024,4,Friday,44,306,False,,False,True,Diwali,Autumn,8,2024,3
2024-11-02,2,44,11,4,2024,5,Saturday,44,307,True,,False,False,,Autumn,8,2024,3
2024-11-03,3,44,11,4,2024,6,Sunday,44,308,True,,False,False,,Autumn,8,2024,3
2024-11-04,4,45,11,4,2024,0,Monday,45,309,False,,False,False,,Autumn,8,2024,3
2024-11-05,5,45,11,4,2024,1,Tuesday,45,310,False,,False,False,,Autumn,8,2024,3
2024-11-06,6,45,11,4,2024,2,Wednesday,45,311,False,,False,False,,Autumn,8,2024,3
2024-11-07,7,45,11,4,2024,3,Thursday,45,312,False,,False,False,,Autumn,8,2024,3
2024-11-08,8,45,11,4,2024,4,Friday,45,313,False,,False,False,,Autumn,8,2024,3
2024-11-09,9,45,11,4,2024,5,Saturday,45,314,True,,False,False,,Autumn,8,2024,3
2024-11-10,10,45,11,4,2024,6,Sunday,45,315,True,,False,False,,Autumn,8,2024,3
2024-11-11,11,46,11,4,2024,0,Monday,46,316,False,,False,False,,Autumn,8,2024,3
2024-11-12,12,46,11,4,2024,1,Tuesday,46,317,False,,False,False,,Autumn,8,2024,3
2024-11-13,13,46,11,4,2024,2,Wednesday,46,318,False,,False,False,,Autumn,8,2024,3
2024-11-14,14,46,11,4,2024,3,Thursday,46,319,False,,False,False,,Autumn,8,2024,3
2024-11-15,15,46,11,4,2024,4,Friday,46,320,False,,False,False,,Autumn,8,2024,3
2024-11-16,16,46,11,4,2024,5,Saturday,46,321,True,,False,False,,Autumn,8,2024,3
2024-11-17,17,46,11,4,2024,6,Sunday,46,322,True,,False,False,,Autumn,8,2024,3
2024-11-18,18,47,11,4,2024,0,Monday,47,323,False,,False,False,,Autumn,8,2024,3
2024-11-19,19,47,11,4,2024,1,Tuesday,47,324,False,,False,False,,Autumn,8,2024,3
2024-11-20,20,47,11,4,2024,2,Wednesday,47,325,False,,False,False,,Autumn,8,2024,3
2024-11-21,21,47,11,4,2024,3,Thursday,47,326,False,,False,False,,Autumn,8,2024,3
2024-11-22,22,47,11,4,2024,4,Friday,47,327,False,,False,False,,Autumn,8,2024,3
2024-11-23,23,47,11,4,2024,5,Saturday,47,328,True,,False,False,,Autumn,8,2024,3
2024-11-24,24,47,11,4,2024,6,Sunday,47,329,True,,False,False,,Autumn,8,2024,3
2024-11-25,25,48,11,4,2024,0,Monday,48,330,False,,False,False,,Autumn,8,2024,3
2024-11-26,26,48,11,4,2024,1,Tuesday,48,331,False,,False,False,,Autumn,8,2024,3
2024-11-27,27,48,11,4,2024,2,Wednesday,48,332,False,,False,False,,Autumn,8,2024,3
2024-11-28,28,48,11,4,2024,3,Thursday,48,333,False,,False,False,,Autumn,8,2024,3
2024-11-29,29,48,11,4,2024,4,Friday,48,334,False,,False,False,,Autumn,8,2024,3
2024-11-30,30,48,11,4,2024,5,Saturday,48,335,True,,False,False,,Autumn,8,2024,3
2024-12-01,1,48,12,4,2024,6,Sunday,48,336,True,,False,False,,Winter,9,2024,3
2024-12-02,2,49,12,4,2024,0,Monday,49,337,False,,False,False,,Winter,9,2024,3
2024-12-03,3,49,12,4,2024,1,Tuesday,49,338,False,,False,False,,Winter,9,2024,3
2024-12-04,4,49,12,4,2024,2,Wednesday,49,339,False,,False,False,,Winter,9,2024,3
2024-12-05,5,49,12,4,2024,3,Thursday,49,340,False,,False,False,,Winter,9,2024,3
2024-12-06,6,49,12,4,2024,4,Friday,49,341,False,,False,False,,Winter,9,2024,3
2024-12-07,7,49,12,4,2024,5,Saturday,49,342,True,,False,False,,Winter,9,2024,3
2024-12-08,8,49,12,4,2024,6,Sunday,49,343,True,,False,False,,Winter,9,2024,3
2024-12-09,9,50,12,4,2024,0,Monday,50,344,False,,False,False,,Winter,9,2024,3
2024-12-10,10,50,12,4,2024,1,Tuesday,50,345,False,,False,False,,Winter,9,2024,3
2024-12-11,11,50,12,4,2024,2,Wednesday,50,346,False,,False,False,,Winter,9,2024,3
2024-12-12,12,50,12,4,2024,3,Thursday,50,347,False,,False,False,,Winter,9,2024,3
2024-12-13,13,50,12,4,2024,4,Friday,50,348,False,,False,False,,Winter,9,2024,3
2024-12-14,14,50,12,4,2024,5,Saturday,50,349,True,,False,False,,Winter,9,2024,3
2024-12-15,15,50,12,4,2024,6,Sunday,50,350,True,,False,False,,Winter,9,2024,3
2024-12-16,16,51,12,4,2024,0,Monday,51,351,False,,False,False,,Winter,9,2024,3
2024-12-17,17,51,12,4,2024,1,Tuesday,51,352,False,,False,False,,Winter,9,2024,3
2024-12-18,18,51,12,4,2024,2,Wednesday,51,353,False,,False,False,,Winter,9,2024,3
2024-12-19,19,51,12,4,2024,3,Thursday,51,354,False,,False,False,,Winter,9,2024,3
2024-12-20,20,51,12,4,2024,4,Friday,51,355,False,,False,False,,Winter,9,2024,3
2024-12-21,21,51,12,4,2024,5,Saturday,51,356,True,,False,False,,Winter,9,2024,3
2024-12-22,22,51,12,4,2024,6,Sunday,51,357,True,,False,False,,Winter,9,2024,3
2024-12-23,23,52,12,4,2024,0,Monday,52,358,False,,False,False,,Winter,9,2024,3
2024-12-24,24,52,12,4,2024,1,Tuesday,52,359,False,,False,False,,Winter,9,2024,3
2024-12-25,25,52,12,4,2024,2,Wednesday,52,360,False,Christmas,True,False,,Winter,9,2024,3
2024-12-26,26,52,12,4,2024,3,Thursday,52,361,False,,False,False,,Winter,9,2024,3
2024-12-27,27,52,12,4,2024,4,Friday,52,362,False,,False,False,,Winter,9,2024,3
2024-12-28,28,52,12,4,2024,5,Saturday,52,363,True,,False,False,,Winter,9,2024,3
2024-12-29,29,52,12,4,2024,6,Sunday,52,364,True,,False,False,,Winter,9,2024,3
2024-12-30,30,1,12,4,2024,0,Monday,1,365,False,,False,False,,Winter,9,2024,3
2024-12-31,31,1,12,4,2024,1,Tuesday,1,366,False,,False,False,,Winter,9,2024,3
2025-01-01,1,1,1,1,2025,2,Wednesday,1,1,False,New Year,True,False,,Winter,10,2024,4
2025-01-02,2,1,1,1,2025,3,Thursday,1,2,False,,False,False,,Winter,10,2024,4
2025-01-03,3,1,1,1,2025,4,Friday,1,3,False,,False,False,,Winter,10,2024,4
2025-01-04,4,1,1,1,2025,5,Saturday,1,4,True,,False,False,,Winter,10,2024,4
2025-01-05,5,1,1,1,2025,6,Sunday,1,5,True,,False,False,,Winter,10,2024,4
2025-01-06,6,2,1,1,2025,0,Monday,2,6,False,,False,False,,Winter,10,2024,4
2025-01-07,7,2,1,1,2025,1,Tuesday,2,7,False,,False,False,,Winter,10,2024,4
2025-01-08,8,2,1,1,2025,2,Wednesday,2,8,False,,False,False,,Winter,10,2024,4
2025-01-09,9,2,1,1,2025,3,Thursday,2,9,False,,False,False,,Winter,10,2024,4
2025-01-10,10,2,1,1,2025,4,Friday,2,10,False,,False,False,,Winter,10,2024,4
2025-01-11,11,2,1,1,2025,5,Saturday,2,11,True,,False,False,,Winter,10,2024,4
2025-01-12,12,2,1,1,2025,6,Sunday,2,12,True,,False,False,,Winter,10,2024,4
2025-01-13,13,3,1,1,2025,0,Monday,3,13,False,,False,False,,Winter,10,2024,4
2025-01-14,14,3,1,1,2025,1,Tuesday,3,14,False,,False,False,,Winter,10,2024,4
2025-01-15,15,3,1,1,2025,2,Wednesday,3,15,False,,False,False,,Winter,10,2024,4
2025-01-16,16,3,1,1,2025,3,Thursday,3,16,False,,False,False,,Winter,10,2024,4
2025-01-17,17,3,1,1,2025,4,Friday,3,17,False,,False,False,,Winter,10,2024,4
2025-01-18,18,3,1,1,2025,5,Saturday,3,18,True,,False,False,,Winter,10,2024,4
2025-01-19,19,3,1,1,2025,6,Sunday,3,19,True,,False,False,,Winter,10,2024,4
2025-01-20,20,4,1,1,2025,0,Monday,4,20,False,,False,False,,Winter,10,2024,4
2025-01-21,21,4,1,1,2025,1,Tuesday,4,21,False,,False,False,,Winter,10,2024,4
2025-01-22,22,4,1,1,2025,2,Wednesday,4,22,False,,False,False,,Winter,10,2024,4
2025-01-23,23,4,1,1,2025,3,Thursday,4,23,False,,False,False,,Winter,10,2024,4
2025-01-24,24,4,1,1,2025,4,Friday,4,24,False,,False,False,,Winter,10,2024,4
2025-01-25,25,4,1,1,2025,5,Saturday,4,25,True,,False,False,,Winter,10,2024,4
2025-01-26,26,4,1,1,2025,6,Sunday,4,26,True,Republic Day,True,False,,Winter,10,2024,4
2025-01-27,27,5,1,1,2025,0,Monday,5,27,False,,False,False,,Winter,10,2024,4
2025-01-28,28,5,1,1,2025,1,Tuesday,5,28,False,,False,False,,Winter,10,2024,4
2025-01-29,29,5,1,1,2025,2,Wednesday,5,29,False,,False,False,,Winter,10,2024,4
2025-01-30,30,5,1,1,2025,3,Thursday,5,30,False,,False,False,,Winter,10,2024,4
2025-01-31,31,5,1,1,2025,4,Friday,5,31,False,,False,False,,Winter,10,2024,4
2025-02-01,1,5,2,1,2025,5,Saturday,5,32,True,,False,False,,Winter,11,2024,4
2025-02-02,2,5,2,1,2025,6,Sunday,5,33,True,,False,False,,Winter,11,2024,4
2025-02-03,3,6,2,1,2025,0,Monday,6,34,False,,False,False,,Winter,11,2024,4
2025-02-04,4,6,2,1,2025,1,Tuesday,6,35,False,,False,False,,Winter,11,2024,4
2025-02-05,5,6,2,1,2025,2,Wednesday,6,36,False,,False,False,,Winter,11,2024,4
2025-02-06,6,6,2,1,2025,3,Thursday,6,37,False,,False,False,,Winter,11,2024,4
2025-02-07,7,6,2,1,2025,4,Friday,6,38,False,,False,False,,Winter,11,2024,4
2025-02-08,8,6,2,1,2025,5,Saturday,6,39,True,,False,False,,Winter,11,2024,4
2025-02-09,9,6,2,1,2025,6,Sunday,6,40,True,,False,False,,Winter,11,2024,4
2025-02-10,10,7,2,1,2025,0,Monday,7,41,False,,False,False,,Winter,11,2024,4
2025-02-11,11,7,2,1,2025,1,Tuesday,7,42,False,,False,False,,Winter,11,2024,4
2025-02-12,12,7,2,1,2025,2,Wednesday,7,43,False,,False,False,,Winter,11,2024,4
2025-02-13,13,7,2,1,2025,3,Thursday,7,44,False,,False,False,,Winter,11,2024,4
2025-02-14,14,7,2,1,2025,4,Friday,7,45,False,,False,False,,Winter,11,2024,4
2025-02-15,15,7,2,1,2025,5,Saturday,7,46,True,,False,False,,Winter,11,2024,4
2025-02-16,16,7,2,1,2025,6,Sunday,7,47,True,,False,False,,Winter,11,2024,4
2025-02-17,17,8,2,1,2025,0,Monday,8,48,False,,False,False,,Winter,11,2024,4
2025-02-18,18,8,2,1,2025,1,Tuesday,8,49,False,,False,False,,Winter,11,2024,4
2025-02-19,19,8,2,1,2025,2,Wednesday,8,50,False,,False,False,,Winter,11,2024,4
2025-02-20,20,8,2,1,2025,3,Thursday,8,51,False,,False,False,,Winter,11,2024,4
2025-02-21,21,8,2,1,2025,4,Friday,8,52,False,,False,False,,Winter,11,2024,4
2025-02-22,22,8,2,1,2025,5,Saturday,8,53,True,,False,False,,Winter,11,2024,4
2025-02-23,23,8,2,1,2025,6,Sunday,8,54,True,,False,False,,Winter,11,2024,4
2025-02-24,24,9,2,1,2025,0,Monday,9,55,False,,False,False,,Winter,11,2024,4
2025-02-25,25,9,2,1,2025,1,Tuesday,9,56,False,,False,False,,Winter,11,2024,4
2025-02-26,26,9,2,1,2025,2,Wednesday,9,57,False,,False,False,,Winter,11,2024,4
2025-02-27,27,9,2,1,2025,3,Thursday,9,58,False,,False,False,,Winter,11,2024,4
2025-02-28,28,9,2,1,2025,4,Friday,9,59,False,,False,False,,Winter,11,2024,4
2025-03-01,1,9,3,1,2025,5,Saturday,9,60,True,,False,False,,Spring,12,2024,4
2025-03-02,2,9,3,1,2025,6,Sunday,9,61,True,,False,False,,Spring,12,2024,4
2025-03-03,3,10,3,1,2025,0,Monday,10,62,False,,False,False,,Spring,12,2024,4
2025-03-04,4,10,3,1,2025,1,Tuesday,10,63,False,,False,False,,Spring,12,2024,4
2025-03-05,5,10,3,1,2025,2,Wednesday,10,64,False,,False,False,,Spring,12,2024,4
2025-03-06,6,10,3,1,2025,3,Thursday,10,65,False,,False,False,,Spring,12,2024,4
2025-03-07,7,10,3,1,2025,4,Friday,10,66,False,,False,False,,Spring,12,2024,4
2025-03-08,8,10,3,1,2025,5,Saturday,10,67,True,,False,True,Holi,Spring,12,2024,4
2025-03-09,9,10,3,1,2025,6,Sunday,10,68,True,,False,True,Holi,Spring,12,2024,4
2025-03-10,10,11,3,1,2025,0,Monday,11,69,False,,False,True,Holi,Spring,12,2024,4
2025-03-11,11,11,3,1,2025,1,Tuesday,11,70,False,,False,True,Holi,Spring,12,2024,4
2025-03-12,12,11,3,1,2025,2,Wednesday,11,71,False,,False,True,Holi,Spring,12,2024,4
2025-03-13,13,11,3,1,2025,3,Thursday,11,72,False,,False,True,Holi,Spring,12,2024,4
2025-03-14,14,11,3,1,2025,4,Friday,11,73,False,,False,True,Holi,Spring,12,2024,4
2025-03-15,15,11,3,1,2025,5,Saturday,11,74,True,,False,False,,Spring,12,2024,4
2025-03-16,16,11,3,1,2025,6,Sunday,11,75,True,,False,False,,Spring,12,2024,4
2025-03-17,17,12,3,1,2025,0,Monday,12,76,False,,False,False,,Spring,12,2024,4
2025-03-18,18,12,3,1,2025,1,Tuesday,12,77,False,,False,False,,Spring,12,2024,4
2025-03-19,19,12,3,1,2025,2,Wednesday,12,78,False,,False,False,,Spring,12,2024,4
2025-03-20,20,12,3,1,2025,3,Thursday,12,79,False,,False,False,,Spring,12,2024,4
2025-03-21,21,12,3,1,2025,4,Friday,12,80,False,,False,False,,Spring,12,2024,4
2025-03-22,22,12,3,1,2025,5,Saturday,12,81,True,,False,False,,Spring,12,2024,4
2025-03-23,23,12,3,1,2025,6,Sunday,12,82,True,,False,False,,Spring,12,2024,4
2025-03-24,24,13,3,1,2025,0,Monday,13,83,False,,False,False,,Spring,12,2024,4
2025-03-25,25,13,3,1,2025,1,Tuesday,13,84,False,,False,True,Eid al-Fitr,Spring,12,2024,4
2025-03-26,26,13,3,1,2025,2,Wednesday,13,85,False,,False,True,Eid al-Fitr,Spring,12,2024,4
2025-03-27,27,13,3,1,2025,3,Thursday,13,86,False,,False,True,Eid al-Fitr,Spring,12,2024,4
2025-03-28,28,13,3,1,2025,4,Friday,13,87,False,,False,True,Eid al-Fitr,Spring,12,2024,4
2025-03-29,29,13,3,1,2025,5,Saturday,13,88,True,,False,True,Eid al-Fitr,Spring,12,2024,4
2025-03-30,30,13,3,1,2025,6,Sunday,13,89,True,,False,True,Eid al-Fitr,Spring,12,2024,4
2025-03-31,31,14,3,1,2025,0,Monday,14,90,False,,False,True,Eid al-Fitr,Spring,12,2024,4
2025-04-01,1,14,4,2,2025,1,Tuesday,14,91,False,,False,False,,Summer,1,2025,1
2025-04-02,2,14,4,2,2025,2,Wednesday,14,92,False,,False,False,,Summer,1,2025,1
2025-04-03,3,14,4,2,2025,3,Thursday,14,93,False,,False,False,,Summer,1,2025,1
2025-04-04,4,14,4,2,2025,4,Friday,14,94,False,,False,False,,Summer,1,2025,1
2025-04-05,5,14,4,2,2025,5,Saturday,14,95,True,,False,False,,Summer,1,2025,1
2025-04-06,6,14,4,2,2025,6,Sunday,14,96,True,,False,False,,Summer,1,2025,1
2025-04-07,7,15,4,2,2025,0,Monday,15,97,False,,False,False,,Summer,1,2025,1
2025-04-08,8,15,4,2,2025,1,Tuesday,15,98,False,,False,False,,Summer,1,2025,1
2025-04-09,9,15,4,2,2025,2,Wednesday,15,99,False,,False,False,,Summer,1,2025,1
2025-04-10,10,15,4,2,2025,3,Thursday,15,100,False,,False,False,,Summer,1,2025,1
2025-04-11,11,15,4,2,2025,4,Friday,15,101,False,,False,False,,Summer,1,2025,1
2025-04-12,12,15,4,2,2025,5,Saturday,15,102,True,,False,False,,Summer,1,2025,1
2025-04-13,13,15,4,2,2025,6,Sunday,15,103,True,,False,False,,Summer,1,2025,1
2025-04-14,14,16,4,2,2025,0,Monday,16,104,False,,False,False,,Summer,1,2025,1
2025-04-15,15,16,4,2,2025,1,Tuesday,16,105,False,,False,False,,Summer,1,2025,1
2025-04-16,16,16,4,2,2025,2,Wednesday,16,106,False,,False,False,,Summer,1,2025,1
2025-04-17,17,16,4,2,2025,3,Thursday,16,107,False,,False,False,,Summer,1,2025,1
2025-04-18,18,16,4,2,2025,4,Friday,16,108,False,,False,False,,Summer,1,2025,1
2025-04-19,19,16,4,2,2025,5,Saturday,16,109,True,,False,False,,Summer,1,2025,1
