promotion_id,product_id,store_id,promotion_type,start_date,end_date,duration_days,discount_percentage,display_flag,bundle_flag,promotion_channel,region,promotion_units,promotion_spend
PR0000489,P00003,S00021,Buy One Get One,2023-01-04,2023-01-08,5,19.47,True,False,Both,South,552,185186.84
PR0000490,P00003,S00021,Coupon,2023-01-11,2023-01-28,18,17.12,False,False,In-store,South,1742,24891.67
PR0000491,P00003,S00021,Loyalty Offer,2023-04-05,2023-04-19,15,21.21,False,False,In-store,South,1914,209674.97
PR0000492,P00003,S00021,Coupon,2023-04-20,2023-05-07,18,9.0,False,False,Digital,South,1838,141853.0
PR0000493,P00003,S00021,Bundle,2023-06-20,2023-06-30,11,27.16,False,True,In-store,South,1841,161421.12
PR0000494,P00003,S00021,Coupon,2024-02-14,2024-02-18,5,13.84,False,False,Both,South,444,102946.58
PR0000495,P00003,S00021,Display,2024-03-31,2024-04-10,11,8.5,True,False,Both,South,860,153107.81
PR0000496,P00003,S00021,Bundle,2024-08-22,2024-08-30,9,27.6,False,True,In-store,South,1280,16987.14
PR0000497,P00003,S00021,Bundle,2024-09-09,2024-09-28,20,15.18,False,True,Both,South,1881,102544.53
PR0000498,P00003,S00021,Price Discount,2025-06-22,2025-07-11,20,9.84,True,False,Digital,South,2308,200519.73
PR0000499,P00003,S00021,Display,2025-07-31,2025-08-04,5,22.73,True,False,Digital,South,1129,120241.8
PR0000500,P00003,S00021,Bundle,2025-10-12,2025-10-28,17,10.73,False,True,Digital,South,1586,193958.95
PR0000501,P00003,S00099,Price Discount,2023-04-03,2023-04-14,12,36.22,False,False,In-store,East,1404,188539.15
PR0000502,P00003,S00099,Buy One Get One,2023-05-07,2023-05-24,18,18.01,False,False,In-store,East,1259,199490.7
PR0000503,P00003,S00099,Coupon,2023-06-03,2023-06-10,8,22.31,True,False,Both,East,534,192483.18
PR0000504,P00003,S00099,Display,2023-11-06,2023-11-18,13,15.36,True,False,In-store,East,732,161026.84
PR0000505,P00003,S00099,Loyalty Offer,2024-02-27,2024-03-17,20,26.44,False,False,Both,East,1196,200818.37
PR0000506,P00003,S00099,Loyalty Offer,2024-06-12,2024-07-02,21,9.2,False,False,Both,East,722,169174.79
PR0000507,P00003,S00099,Coupon,2024-07-28,2024-08-05,9,38.04,True,False,Digital,East,494,68893.78
PR0000508,P00003,S00099,Price Discount,2025-01-02,2025-01-08,7,17.22,False,False,Digital,East,247,165868.94
PR0000509,P00003,S00099,Buy One Get One,2025-03-27,2025-04-13,18,19.52,False,False,Both,East,987,28015.63
PR0000510,P00003,S00099,Display,2025-06-11,2025-06-28,18,18.66,True,False,Both,East,593,33420.54
PR0000511,P00003,S00099,Display,2025-07-14,2025-07-28,15,39.09,True,False,Both,East,876,65801.88
PR0000512,P00003,S00099,Price Discount,2025-11-11,2025-11-28,18,25.03,False,False,In-store,East,516,41832.67
PR0000513,P00003,S00077,Display,2023-02-12,2023-02-20,9,17.56,True,False,In-store,South,1105,113924.79
PR0000514,P00003,S00077,Coupon,2023-05-15,2023-05-22,8,18.48,False,False,In-store,South,1007,19605.61
PR0000515,P00003,S00077,Bundle,2023-05-27,2023-06-14,19,10.22,False,True,In-store,South,2157,218485.59
PR0000516,P00003,S00077,Display,2023-09-16,2023-10-02,17,32.95,True,False,Both,South,1804,47078.29
PR0000517,P00003,S00077,Coupon,2024-01-12,2024-01-17,6,14.75,False,False,In-store,South,399,56900.17
PR0000518,P00003,S00077,Loyalty Offer,2024-03-26,2024-04-10,16,39.43,False,False,Digital,South,3372,188718.2
PR0000519,P00003,S00077,Display,2024-07-12,2024-07-25,14,22.91,True,False,Digital,South,1023,167634.82
PR0000520,P00003,S00077,Price Discount,2024-07-30,2024-08-06,8,7.23,False,False,Both,South,345,100622.41
PR0000521,P00003,S00077,Price Discount,2025-01-15,2025-01-23,9,7.52,False,False,In-store,South,252,179638.68
PR0000522,P00003,S00077,Coupon,2025-03-21,2025-03-29,9,34.71,False,False,Both,South,612,19844.72
PR0000523,P00003,S00077,Price Discount,2025-04-14,2025-04-29,16,34.54,False,False,In-store,South,2632,159469.87
PR0000524,P00003,S00077,Coupon,2025-06-03,2025-06-07,5,9.13,False,False,Both,South,361,128528.5
PR0000525,P00003,S00077,Display,2025-07-16,2025-08-05,21,20.8,True,False,Both,South,1448,45246.52
PR0000526,P00003,S00077,Price Discount,2025-08-20,2025-08-30,11,25.37,False,False,In-store,South,776,24068.05
PR0000527,P00003,S00077,Bundle,2025-11-21,2025-12-09,19,23.67,True,True,In-store,South,856,136429.94
PR0000528,P00003,S00027,Bundle,2023-02-15,2023-02-28,14,26.46,False,True,Both,South,1143,107042.2
PR0000529,P00003,S00027,Price Discount,2023-03-21,2023-04-03,14,10.9,False,False,In-store,South,900,33579.37
PR0000530,P00003,S00027,Bundle,2023-04-10,2023-04-23,14,28.58,True,True,In-store,South,2700,27747.11
PR0000531,P00003,S00027,Buy One Get One,2023-05-19,2023-06-04,17,31.05,True,False,Digital,South,3076,172574.77
PR0000532,P00003,S00027,Loyalty Offer,2023-06-18,2023-06-30,13,29.19,False,False,Digital,South,1427,100604.25
PR0000533,P00003,S00027,Price Discount,2023-08-24,2023-09-04,12,6.03,False,False,In-store,South,974,111348.72
PR0000534,P00003,S00027,Buy One Get One,2023-09-08,2023-09-27,20,13.43,False,False,Both,South,1390,192359.78
PR0000535,P00003,S00027,Bundle,2023-12-22,2023-12-26,5,28.98,False,True,Digital,South,342,47233.98
PR0000536,P00003,S00027,Loyalty Offer,2024-04-26,2024-05-14,19,38.17,False,False,In-store,South,3276,39142.11
PR0000537,P00003,S00027,Buy One Get One,2024-07-15,2024-07-19,5,21.42,False,False,Digital,South,357,174118.61
PR0000538,P00003,S00027,Price Discount,2024-09-17,2024-10-05,19,38.98,False,False,Digital,South,1605,28507.99
PR0000539,P00003,S00027,Display,2024-10-09,2024-10-26,18,34.27,True,False,In-store,South,1617,128480.35
PR0000540,P00003,S00027,Bundle,2025-01-23,2025-01-30,8,33.67,False,True,In-store,South,530,152956.95
PR0000541,P00003,S00027,Coupon,2025-02-05,2025-02-21,17,31.31,False,False,Both,South,1490,181010.79
PR0000542,P00003,S00027,Price Discount,2025-04-30,2025-05-04,5,35.09,False,False,In-store,South,975,51967.08
PR0000543,P00003,S00027,Buy One Get One,2025-05-15,2025-05-30,16,9.49,False,False,Both,South,1182,153425.37
PR0000544,P00003,S00027,Bundle,2025-06-04,2025-06-20,17,38.54,False,True,Both,South,3155,83669.28
PR0000545,P00003,S00027,Display,2025-10-20,2025-10-31,12,18.2,True,False,In-store,South,610,96733.73
PR0000546,P00003,S00155,Display,2023-02-17,2023-03-02,14,9.83,True,False,Digital,South,534,208630.23
PR0000547,P00003,S00155,Coupon,2023-04-21,2023-05-04,14,31.93,False,False,Digital,South,1740,197418.29
PR0000548,P00003,S00155,Loyalty Offer,2023-05-13,2023-06-01,20,13.89,False,False,In-store,South,1161,182441.23
PR0000549,P00003,S00155,Bundle,2023-06-11,2023-06-30,20,6.93,False,True,In-store,South,921,120685.16
PR0000550,P00003,S00155,Loyalty Offer,2024-03-01,2024-03-16,16,17.8,False,False,In-store,South,663,140218.99
PR0000551,P00003,S00155,Display,2024-03-20,2024-04-02,14,39.92,True,False,In-store,South,1387,144971.99
PR0000552,P00003,S00155,Buy One Get One,2024-05-17,2024-05-21,5,22.45,False,False,In-store,South,260,193480.53
PR0000553,P00003,S00155,Buy One Get One,2024-06-14,2024-06-19,6,26.86,False,False,In-store,South,318,204503.16
PR0000554,P00003,S00155,Price Discount,2024-07-20,2024-07-30,11,20.41,False,False,In-store,South,638,152734.46
PR0000555,P00003,S00155,Price Discount,2024-09-26,2024-10-10,15,7.44,True,False,Both,South,359,106172.72
PR0000556,P00003,S00155,Loyalty Offer,2024-12-08,2024-12-28,21,8.37,False,False,Both,South,511,185197.93
PR0000557,P00003,S00155,Buy One Get One,2025-01-26,2025-02-02,8,18.99,False,False,Both,South,333,177356.99
PR0000558,P00003,S00155,Coupon,2025-05-24,2025-06-07,15,13.04,False,False,In-store,South,615,75498.79
PR0000559,P00003,S00155,Loyalty Offer,2025-10-24,2025-11-06,14,18.84,False,False,Both,South,319,124626.98
PR0000560,P00003,S00155,Display,2025-11-10,2025-11-14,5,11.31,True,False,In-store,South,147,207605.57
PR0000561,P00003,S00155,Loyalty Offer,2025-12-02,2025-12-13,12,5.23,False,False,In-store,South,203,117746.2
PR0000562,P00003,S00080,Loyalty Offer,2023-01-30,2023-02-16,18,38.09,False,False,In-store,West,2168,67436.65
PR0000563,P00003,S00080,Price Discount,2023-05-16,2023-05-23,8,7.64,False,False,Digital,West,481,163758.16
PR0000564,P00003,S00080,Price Discount,2023-06-03,2023-06-21,19,21.97,False,False,In-store,West,1542,18377.09
PR0000565,P00003,S00080,Bundle,2023-07-18,2023-08-03,17,16.15,False,True,In-store,West,1065,201097.29
PR0000566,P00003,S00080,Bundle,2023-10-15,2023-10-22,8,25.62,False,True,In-store,West,735,35797.47
PR0000567,P00003,S00080,Loyalty Offer,2024-02-23,2024-03-12,19,37.29,False,False,In-store,West,1568,53427.46
PR0000568,P00003,S00080,Coupon,2024-08-19,2024-09-02,15,28.58,False,False,Both,West,841,65807.64
PR0000569,P00003,S00080,Display,2024-11-21,2024-11-30,10,13.92,True,False,In-store,West,380,218764.86
PR0000570,P00003,S00080,Loyalty Offer,2025-03-31,2025-04-20,21,36.29,False,False,In-store,West,2248,125169.28
PR0000571,P00003,S00080,Loyalty Offer,2025-08-18,2025-09-05,19,37.55,False,False,In-store,West,1942,121493.02
PR0000572,P00003,S00080,Price Discount,2025-12-20,2025-12-29,10,31.19,False,False,Digital,West,536,74299.11
PR0000573,P00003,S00071,Price Discount,2023-03-02,2023-03-08,7,15.08,False,False,Both,East,187,213223.24
PR0000574,P00003,S00071,Price Discount,2023-03-16,2023-03-20,5,26.48,False,False,In-store,East,306,128759.51
PR0000575,P00003,S00071,Buy One Get One,2023-04-12,2023-05-01,20,35.66,False,False,Digital,East,3944,212752.69
PR0000576,P00003,S00071,Price Discount,2023-05-04,2023-05-19,16,23.51,False,False,Digital,East,1518,190056.22
PR0000577,P00003,S00071,Loyalty Offer,2023-09-21,2023-09-28,8,5.83,False,False,Both,East,270,113343.44
PR0000578,P00003,S00071,Loyalty Offer,2023-10-18,2023-10-30,13,23.26,False,False,In-store,East,518,211944.67
PR0000579,P00003,S00071,Bundle,2024-02-07,2024-02-27,21,30.28,False,True,Both,East,1723,23991.88
PR0000580,P00003,S00071,Coupon,2024-06-28,2024-07-07,10,31.14,True,False,Both,East,1068,89106.36
PR0000581,P00003,S00071,Price Discount,2024-07-29,2024-08-16,19,38.39,False,False,In-store,East,2191,199268.1
PR0000582,P00003,S00071,Price Discount,2024-11-20,2024-11-26,7,30.93,False,False,In-store,East,298,209979.29
PR0000583,P00003,S00071,Price Discount,2025-01-07,2025-01-16,10,26.84,False,False,In-store,East,463,95348.54
PR0000584,P00003,S00071,Buy One Get One,2025-05-04,2025-05-09,6,35.25,False,False,Digital,East,545,86304.9
PR0000585,P00003,S00071,Price Discount,2025-06-15,2025-07-03,19,28.26,True,False,Digital,East,1140,112554.41
PR0000586,P00003,S00071,Buy One Get One,2025-11-20,2025-12-10,21,25.97,True,False,Digital,East,658,121281.31
PR0000587,P00003,S00053,Price Discount,2023-06-12,2023-06-18,7,15.25,True,False,Both,South,443,34891.03
PR0000588,P00003,S00053,Display,2023-06-28,2023-07-15,18,17.49,True,False,Digital,South,1107,140584.8
PR0000589,P00003,S00053,Display,2023-08-18,2023-08-25,8,39.42,True,False,Both,South,938,167044.67
PR0000590,P00003,S00053,Buy One Get One,2023-09-03,2023-09-11,9,5.62,False,False,Digital,South,319,187058.69
PR0000591,P00003,S00053,Buy One Get One,2023-09-29,2023-10-12,14,33.5,True,False,In-store,South,1096,217581.01
PR0000592,P00003,S00053,Price Discount,2023-10-29,2023-11-08,11,36.22,False,False,Digital,South,747,125388.78
PR0000593,P00003,S00053,Bundle,2024-04-04,2024-04-13,10,12.8,True,True,In-store,South,771,137436.81
PR0000594,P00003,S00053,Coupon,2024-04-22,2024-04-29,8,7.79,False,False,Both,South,275,82973.62
PR0000595,P00003,S00053,Buy One Get One,2024-05-01,2024-05-21,21,36.88,False,False,Digital,South,3207,138109.22
PR0000596,P00003,S00053,Price Discount,2024-05-29,2024-06-16,19,34.1,False,False,Both,South,2456,24886.3
PR0000597,P00003,S00053,Buy One Get One,2024-09-03,2024-09-14,12,37.46,False,False,In-store,South,718,53663.19
PR0000598,P00003,S00053,Price Discount,2024-09-17,2024-10-07,21,22.99,False,False,In-store,South,1393,43035.3
PR0000599,P00003,S00053,Price Discount,2025-04-16,2025-04-22,7,38.16,False,False,In-store,South,890,173680.26
PR0000600,P00003,S00053,Coupon,2025-05-03,2025-05-15,13,37.55,False,False,In-store,South,1815,201876.55
PR0000601,P00003,S00053,Display,2025-05-24,2025-06-02,10,29.43,True,False,In-store,South,1194,184608.2
PR0000602,P00003,S00053,Loyalty Offer,2025-06-11,2025-06-22,12,36.81,False,False,In-store,South,1503,62502.29
PR0000603,P00003,S00053,Price Discount,2025-07-06,2025-07-12,7,12.83,False,False,Both,South,441,72186.46
PR0000604,P00003,S00053,Loyalty Offer,2025-08-15,2025-08-26,12,24.52,False,False,Digital,South,841,210761.26
PR0000605,P00003,S00053,Loyalty Offer,2025-10-16,2025-10-29,14,7.7,False,False,Both,South,433,169407.65
PR0000606,P00003,S00053,Display,2025-12-03,2025-12-16,14,35.02,True,False,Digital,South,757,66155.97
PR0000607,P00003,S00153,Price Discount,2023-02-18,2023-03-02,13,7.92,False,False,Both,East,133,49977.89
PR0000608,P00003,S00153,Buy One Get One,2023-06-13,2023-07-02,20,39.2,True,False,In-store,East,1081,217619.53
PR0000609,P00003,S00153,Display,2023-09-29,2023-10-07,9,22.1,True,False,Both,East,135,151528.78
PR0000610,P00003,S00153,Price Discount,2023-10-27,2023-11-13,18,25.86,False,False,Digital,East,399,159673.11
PR0000611,P00003,S00153,Price Discount,2024-02-27,2024-03-12,15,27.98,False,False,Digital,East,232,99836.3
PR0000612,P00003,S00153,Price Discount,2024-03-23,2024-04-08,17,38.09,False,False,Both,East,686,31607.15
PR0000613,P00003,S00153,Display,2024-05-07,2024-05-23,17,39.75,True,False,In-store,East,491,161379.48
PR0000614,P00003,S00153,Price Discount,2024-06-01,2024-06-18,18,37.9,False,False,In-store,East,675,93498.05
PR0000615,P00003,S00153,Price Discount,2024-07-26,2024-08-12,18,20.34,False,False,In-store,East,289,155649.16
PR0000616,P00003,S00153,Price Discount,2024-09-12,2024-09-18,7,5.45,False,False,In-store,East,31,117303.21
PR0000617,P00003,S00153,Buy One Get One,2024-09-24,2024-10-14,21,19.39,False,False,Digital,East,232,152676.44
PR0000618,P00003,S00153,Price Discount,2024-10-30,2024-11-12,14,8.46,False,False,In-store,East,110,146131.21
PR0000619,P00003,S00153,Coupon,2025-01-28,2025-02-15,19,8.46,False,False,Digital,East,171,130346.73
PR0000620,P00003,S00153,Price Discount,2025-03-20,2025-04-01,13,32.7,False,False,In-store,East,268,100624.69
PR0000621,P00003,S00153,Buy One Get One,2025-04-18,2025-04-23,6,26.48,False,False,In-store,East,97,82190.2
PR0000622,P00003,S00177,Coupon,2023-04-10,2023-04-20,11,32.57,False,False,In-store,North,1052,42638.91
PR0000623,P00003,S00177,Loyalty Offer,2023-05-28,2023-06-07,11,19.58,False,False,Both,North,573,89808.43
PR0000624,P00003,S00177,Price Discount,2023-08-08,2023-08-24,17,22.13,False,False,In-store,North,512,195778.88
PR0000625,P00003,S00177,Price Discount,2023-09-03,2023-09-18,16,36.07,False,False,Digital,North,916,175249.51
PR0000626,P00003,S00177,Bundle,2023-10-06,2023-10-24,19,26.41,False,True,Both,North,825,157778.08
PR0000627,P00003,S00177,Price Discount,2023-12-13,2023-12-25,13,21.64,False,False,Both,North,277,116227.82
PR0000628,P00003,S00177,Bundle,2023-12-29,2024-01-13,16,23.37,False,True,In-store,North,388,119364.97
PR0000629,P00003,S00177,Bundle,2024-02-19,2024-03-08,19,13.34,False,True,In-store,North,562,122373.98
PR0000630,P00003,S00177,Buy One Get One,2024-03-14,2024-03-26,13,30.05,True,False,In-store,North,1014,53509.33
PR0000631,P00003,S00177,Bundle,2024-04-04,2024-04-08,5,37.11,False,True,Both,North,550,77342.67
PR0000632,P00003,S00177,Coupon,2024-07-03,2024-07-21,19,39.9,False,False,In-store,North,888,197311.54
PR0000633,P00003,S00177,Price Discount,2024-08-02,2024-08-20,19,34.92,False,False,Both,North,1014,29514.81
PR0000634,P00003,S00177,Display,2024-12-02,2024-12-21,20,30.16,True,False,Digital,North,531,18383.55
PR0000635,P00003,S00177,Buy One Get One,2025-01-09,2025-01-16,8,34.4,True,False,In-store,North,288,45147.31
PR0000636,P00003,S00177,Display,2025-02-08,2025-02-15,8,31.7,True,False,Both,North,273,23927.98
PR0000637,P00003,S00177,Display,2025-05-10,2025-05-14,5,16.23,True,False,Both,North,104,112633.16
PR0000638,P00003,S00177,Price Discount,2025-06-13,2025-06-23,11,32.62,True,False,Both,North,445,205606.75
PR0000639,P00003,S00177,Price Discount,2025-06-30,2025-07-20,21,29.27,False,False,In-store,North,778,17442.47
PR0000640,P00003,S00177,Buy One Get One,2025-09-02,2025-09-07,6,10.96,True,False,Both,North,79,20445.53
PR0000641,P00003,S00139,Loyalty Offer,2023-02-05,2023-02-09,5,26.92,False,False,Digital,West,599,151460.18
PR0000642,P00003,S00139,Bundle,2023-03-04,2023-03-18,15,20.17,False,True,Both,West,1877,73909.02
PR0000643,P00003,S00139,Coupon,2023-05-07,2023-05-22,16,6.69,False,False,Both,West,1466,122102.96
PR0000644,P00003,S00139,Coupon,2023-05-25,2023-05-29,5,25.45,True,False,In-store,West,608,175447.88
PR0000645,P00003,S00139,Bundle,2023-07-07,2023-07-15,9,25.65,False,True,Both,West,1573,51502.59
PR0000646,P00003,S00139,Bundle,2023-08-25,2023-09-11,18,28.29,True,True,Digital,West,4482,201326.16
PR0000647,P00003,S00139,Price Discount,2023-10-28,2023-11-06,10,13.58,False,False,Both,West,589,102573.9
PR0000648,P00003,S00139,Loyalty Offer,2023-12-16,2023-12-24,9,10.07,False,False,Both,West,645,77800.16
PR0000649,P00003,S00139,Price Discount,2024-04-23,2024-04-27,5,26.67,False,False,In-store,West,635,84417.63
PR0000650,P00003,S00139,Display,2024-06-16,2024-07-01,16,16.12,True,False,Both,West,1636,16723.92
PR0000651,P00003,S00139,Loyalty Offer,2024-07-22,2024-08-06,16,19.14,False,False,Both,West,2128,186769.94
PR0000652,P00003,S00139,Bundle,2024-09-23,2024-09-27,5,35.53,True,True,Digital,West,620,209033.88
PR0000653,P00003,S00139,Price Discount,2024-10-10,2024-10-16,7,34.88,False,False,In-store,West,1390,67251.96
PR0000654,P00003,S00139,Loyalty Offer,2024-10-22,2024-11-04,14,36.47,False,False,Digital,West,2156,120939.71
PR0000655,P00003,S00139,Buy One Get One,2025-02-11,2025-02-24,14,30.55,True,False,Both,West,2859,89842.36
PR0000656,P00003,S00139,Buy One Get One,2025-03-11,2025-03-29,19,38.75,False,False,In-store,West,5800,204539.12
PR0000657,P00003,S00139,Price Discount,2025-06-13,2025-07-01,19,39.63,False,False,In-store,West,4353,210051.16
PR0000658,P00003,S00139,Coupon,2025-08-03,2025-08-14,12,12.39,False,False,Both,West,1268,51615.67
PR0000659,P00003,S00139,Price Discount,2025-08-17,2025-08-22,6,11.19,True,False,Digital,West,491,168366.53
PR0000660,P00003,S00139,Buy One Get One,2025-08-23,2025-09-06,15,11.02,False,False,Both,West,1217,178848.79
PR0000661,P00003,S00062,Display,2023-04-05,2023-04-12,8,31.88,True,False,In-store,North,1249,120316.49
PR0000662,P00003,S00062,Price Discount,2023-08-27,2023-09-11,16,26.56,False,False,Digital,North,1997,174818.64
PR0000663,P00003,S00062,Bundle,2023-10-06,2023-10-19,14,23.13,False,True,In-store,North,1453,20131.58
PR0000664,P00003,S00062,Buy One Get One,2024-01-19,2024-01-26,8,16.6,False,False,Both,North,734,33698.68
PR0000665,P00003,S00062,Bundle,2024-03-07,2024-03-23,17,8.64,False,True,In-store,North,1492,207253.0
PR0000666,P00003,S00062,Price Discount,2024-04-08,2024-04-28,21,11.52,False,False,Both,North,2325,114224.85
PR0000667,P00003,S00062,Buy One Get One,2024-04-30,2024-05-10,11,15.21,False,False,In-store,North,1148,134351.25
PR0000668,P00003,S00062,Coupon,2024-05-21,2024-05-25,5,7.47,False,False,In-store,North,468,15645.27
PR0000669,P00003,S00062,Price Discount,2024-11-08,2024-11-28,21,28.76,False,False,In-store,North,1872,50814.88
PR0000670,P00003,S00062,Loyalty Offer,2025-01-01,2025-01-18,18,11.04,False,False,In-store,North,812,217467.4
PR0000671,P00003,S00062,Loyalty Offer,2025-02-14,2025-03-05,20,33.0,False,False,Digital,North,1831,145027.41
PR0000672,P00003,S00062,Price Discount,2025-04-28,2025-05-06,9,39.91,False,False,In-store,North,843,152343.07
PR0000673,P00003,S00062,Price Discount,2025-07-03,2025-07-07,5,33.7,True,False,Digital,North,425,20463.66
PR0000674,P00003,S00062,Price Discount,2025-08-22,2025-08-29,8,25.96,False,False,Both,North,572,161524.21
PR0000675,P00003,S00062,Price Discount,2025-09-23,2025-10-04,12,12.72,False,False,In-store,North,354,181581.46
PR0000676,P00003,S00062,Loyalty Offer,2025-10-10,2025-10-23,14,32.03,True,False,Digital,North,1358,115373.3
PR0000677,P00003,S00072,Display,2023-02-01,2023-02-08,8,22.33,True,False,In-store,North,323,145365.17
PR0000678,P00003,S00072,Display,2023-05-07,2023-05-13,7,29.64,True,False,In-store,North,660,124262.59
PR0000679,P00003,S00072,Price Discount,2023-06-07,2023-06-16,10,23.13,False,False,Both,North,591,88853.63
PR0000680,P00003,S00072,Coupon,2023-08-14,2023-08-28,15,36.72,False,False,In-store,North,1410,152200.66
PR0000681,P00003,S00072,Buy One Get One,2024-02-22,2024-03-01,9,25.53,False,False,Digital,North,582,129174.66
PR0000682,P00003,S00072,Price Discount,2024-03-28,2024-04-14,18,13.99,False,False,Digital,North,1150,127332.18
PR0000683,P00003,S00072,Price Discount,2024-10-03,2024-10-14,12,25.52,False,False,Both,North,705,93397.95
PR0000684,P00003,S00072,Display,2025-02-20,2025-03-07,16,21.93,True,False,Digital,North,706,168096.68
PR0000685,P00003,S00072,Coupon,2025-03-24,2025-04-03,11,38.74,False,False,In-store,North,819,127713.42
PR0000686,P00003,S00072,Bundle,2025-05-08,2025-05-13,6,35.95,False,True,In-store,North,872,75782.61
PR0000687,P00003,S00072,Coupon,2025-12-13,2025-12-19,7,9.27,False,False,Both,North,122,188021.74
PR0000688,P00003,S00014,Display,2023-01-31,2023-02-11,12,24.34,True,False,In-store,West,939,130110.19
PR0000689,P00003,S00014,Price Discount,2023-03-09,2023-03-29,21,17.05,False,False,Both,West,1142,137070.7
PR0000690,P00003,S00014,Buy One Get One,2023-04-30,2023-05-05,6,36.9,False,False,Both,West,984,180454.71
PR0000691,P00003,S00014,Loyalty Offer,2023-05-29,2023-06-05,8,28.8,False,False,In-store,West,531,188578.93
PR0000692,P00003,S00014,Buy One Get One,2024-06-02,2024-06-11,10,37.35,True,False,Both,West,1980,188544.62
PR0000693,P00003,S00014,Price Discount,2025-01-07,2025-01-21,15,7.36,False,False,In-store,West,585,40305.26
PR0000694,P00003,S00014,Bundle,2025-01-31,2025-02-07,8,25.45,False,True,In-store,West,629,109194.1
PR0000695,P00003,S00014,Price Discount,2025-10-15,2025-10-21,7,11.79,False,False,In-store,West,147,29098.15
PR0000696,P00003,S00067,Display,2023-12-25,2024-01-10,17,34.98,True,False,In-store,North,534,33049.51
PR0000697,P00003,S00067,Loyalty Offer,2024-04-01,2024-04-15,15,9.69,False,False,Digital,North,558,175988.66
PR0000698,P00003,S00067,Price Discount,2024-05-13,2024-05-19,7,22.81,False,False,Both,North,209,79985.12
PR0000699,P00003,S00067,Price Discount,2024-06-22,2024-07-09,18,32.27,False,False,Digital,North,618,176460.88
PR0000700,P00003,S00067,Buy One Get One,2024-07-21,2024-08-09,20,31.08,False,False,Digital,North,811,115460.73
PR0000701,P00003,S00067,Coupon,2024-08-29,2024-09-11,14,19.86,False,False,In-store,North,337,21482.38
PR0000702,P00003,S00067,Loyalty Offer,2024-11-24,2024-12-03,10,38.82,False,False,Digital,North,310,207572.09
PR0000703,P00003,S00067,Display,2024-12-28,2025-01-06,10,25.97,True,False,In-store,North,152,174901.53
PR0000704,P00003,S00067,Price Discount,2025-06-02,2025-06-11,10,36.47,False,False,In-store,North,168,94432.06
PR0000705,P00003,S00140,Display,2023-02-07,2023-02-16,10,7.28,True,False,In-store,East,168,166773.65
PR0000706,P00003,S00140,Buy One Get One,2023-03-10,2023-03-14,5,29.99,False,False,Digital,East,311,15605.49
PR0000707,P00003,S00140,Display,2023-10-05,2023-10-24,20,18.43,True,False,Digital,East,852,79281.28
PR0000708,P00003,S00140,Price Discount,2023-11-04,2023-11-11,8,39.17,False,False,In-store,East,1514,154975.24
PR0000709,P00003,S00140,Price Discount,2023-12-15,2023-12-29,15,25.28,False,False,In-store,East,689,51556.07
PR0000710,P00003,S00140,Display,2024-01-17,2024-02-03,18,24.15,True,False,Both,East,1142,171143.13
PR0000711,P00003,S00140,Loyalty Offer,2024-07-19,2024-08-05,18,26.46,False,False,Both,East,1048,130013.88
PR0000712,P00003,S00140,Price Discount,2025-01-23,2025-02-11,20,7.29,False,False,In-store,East,632,22008.37
PR0000713,P00003,S00140,Display,2025-03-27,2025-04-03,8,8.89,True,False,In-store,East,471,107591.03
PR0000714,P00003,S00140,Price Discount,2025-04-27,2025-05-15,19,5.52,False,False,In-store,East,595,54248.64
PR0000715,P00003,S00140,Loyalty Offer,2025-05-21,2025-06-04,15,25.62,False,False,In-store,East,859,26318.42
PR0000716,P00003,S00140,Price Discount,2025-07-21,2025-07-31,11,18.45,False,False,Digital,East,443,139757.62
PR0000717,P00003,S00140,Display,2025-08-23,2025-09-07,16,38.38,True,False,In-store,East,1459,59664.03
PR0000718,P00003,S00025,Display,2023-01-04,2023-01-24,21,38.98,True,False,Both,South,3107,166167.54
PR0000719,P00003,S00025,Loyalty Offer,2023-05-24,2023-06-04,12,25.09,False,False,Both,South,1328,143989.97
PR0000720,P00003,S00025,Loyalty Offer,2023-06-14,2023-06-18,5,30.18,False,False,Digital,South,1370,216033.65
PR0000721,P00003,S00025,Loyalty Offer,2023-08-06,2023-08-15,10,19.96,False,False,In-store,South,1233,170361.6
PR0000722,P00003,S00025,Display,2023-10-29,2023-11-02,5,29.12,True,False,In-store,South,597,39425.6
PR0000723,P00003,S00025,Price Discount,2023-11-19,2023-12-02,14,8.62,False,False,Both,South,871,120411.59
PR0000724,P00003,S00025,Price Discount,2024-05-11,2024-05-30,20,23.0,True,False,Digital,South,3745,133185.37
PR0000725,P00003,S00025,Price Discount,2024-07-02,2024-07-06,5,29.52,False,False,Digital,South,1895,88272.78
PR0000726,P00003,S00025,Loyalty Offer,2024-09-20,2024-09-26,7,15.62,False,False,Both,South,560,193466.59
PR0000727,P00003,S00025,Loyalty Offer,2024-11-11,2024-11-21,11,18.21,False,False,Both,South,645,193340.45
PR0000728,P00003,S00025,Coupon,2024-11-27,2024-12-16,20,25.66,False,False,In-store,South,2003,23985.73
PR0000729,P00003,S00025,Buy One Get One,2024-12-21,2025-01-05,16,7.9,False,False,Both,South,1141,72112.39
PR0000730,P00003,S00025,Price Discount,2025-04-29,2025-05-06,8,12.41,False,False,In-store,South,826,177423.07
PR0000731,P00003,S00025,Price Discount,2025-06-06,2025-06-23,18,16.0,False,False,Both,South,2685,164130.46
